id,rssi,snr,relay
4506,-64,7.9,0
4507,-97,-9.5,1
4508,-106,-14.3,1
4509,-95,-7.7,0
4510,-59,4.8,0
4511,-64,6.3,0
4512,-56,12.0,0
4513,-103,-8.8,1
4514,-90,-7.3,0
4515,-77,1.1,0
4516,-61,10.5,0
4517,-57,11.7,0
4518,-82,-0.2,0
4519,-69,3.5,0
4520,-63,6.3,0
4521,-74,5.5,0
4522,-65,8.2,0
4523,-88,-1.4,0
4524,-98,-9.2,1
4525,-99,-13.5,1
4526,-92,-6.8,0
4527,-98,-7.8,1
4528,-88,-6.6,1
4529,-106,-10.7,1
4530,-97,-12.8,1
4531,-63,5.4,0
4532,-117,-19.3,1
4533,-68,3.0,0
4534,-98,-7.9,0
4535,-83,-6.0,1
4536,-104,-14.6,1
4537,-97,-5.8,1
4538,-86,-0.4,1
4539,-66,5.8,0
4540,-99,-10.3,1
4541,-115,-14.5,1
4542,-105,-12.4,1
4543,-113,-18.6,1
4544,-60,12.0,0
4545,-93,-11.6,1
4546,-61,6.8,0
4547,-69,4.3,0
4548,-76,2.7,0
4549,-83,-1.7,0
4550,-111,-15.9,1
4551,-59,12.0,0
4552,-70,7.8,0
4553,-117,-18.8,1
4554,-108,-12.8,1
4555,-103,-15.6,1
4556,-87,-2.8,0
4557,-88,-4.3,0
4558,-93,-9.1,1
4559,-82,-2.7,1
4560,-62,8.5,0
4561,-109,-15.1,1
4562,-62,7.9,0
4563,-69,4.5,0
4564,-73,2.5,0
4565,-105,-12.1,1
4566,-60,8.0,0
4567,-69,7.5,0
4568,-83,1.5,0
4569,-102,-10.2,1
4570,-64,5.9,0
4571,-59,7.6,0
4572,-69,2.5,0
4573,-103,-14.5,1
4574,-82,-3.0,1
4575,-58,11.2,0
4576,-95,-10.1,1
4577,-82,-5.4,1
4578,-110,-15.3,1
4579,-79,4.3,0
4580,-119,-20.0,1
4581,-84,-5.7,0
4582,-98,-7.3,1
4583,-112,-16.6,1
4584,-112,-15.0,1
4585,-116,-20.0,1
4586,-110,-17.4,1
4587,-87,-5.7,0
4588,-117,-14.0,1
4589,-63,5.8,0
4590,-88,-4.9,0
4591,-68,4.6,0
4592,-103,-12.3,1
4593,-118,-18.6,1
4594,-102,-9.6,1
4595,-65,9.6,0
4596,-83,0.5,0
4597,-78,-1.9,0
4598,-81,-5.1,0
4599,-116,-16.1,1
4600,-96,-6.7,0
4601,-108,-12.9,1
4602,-101,-9.5,1
4603,-68,5.9,0
4604,-57,7.2,0
4605,-99,-10.2,1
4606,-102,-13.6,1
4607,-87,-5.4,0
4608,-110,-14.6,1
4609,-78,3.6,0
4610,-72,0.5,0
4611,-83,-1.9,0
4612,-107,-8.3,1
4613,-73,3.7,0
4614,-111,-15.4,1
4615,-108,-12.5,1
4616,-113,-20.0,1
4617,-70,4.1,0
4618,-99,-8.1,1
4619,-102,-7.2,1
4620,-115,-19.0,1
4621,-75,5.8,0
4622,-88,-6.6,1
4623,-69,3.5,0
4624,-71,2.8,0
4625,-75,3.3,0
4626,-58,9.7,0
4627,-102,-7.9,1
4628,-92,-3.2,0
4629,-116,-20.0,1
4630,-85,-2.4,0
4631,-112,-14.6,1
4632,-96,-8.8,1
4633,-59,9.8,1
4634,-118,-19.6,1
4635,-93,-9.6,1
4636,-76,3.0,0
4637,-71,7.2,0
4638,-71,5.0,0
4639,-58,10.7,0
4640,-107,-15.0,1
4641,-86,-2.6,0
4642,-111,-12.4,1
4643,-71,4.1,0
4644,-117,-20.0,1
4645,-86,-8.1,1
4646,-113,-13.3,1
4647,-120,-20.0,1
4648,-62,5.2,0
4649,-56,11.7,0
4650,-90,-3.0,1
4651,-113,-13.2,1
4652,-83,-2.6,0
4653,-89,-5.7,0
4654,-65,6.6,0
4655,-84,-2.3,0
4656,-113,-15.3,1
4657,-108,-13.3,1
4658,-100,-10.4,1
4659,-94,-8.5,1
4660,-108,-13.8,1
4661,-102,-15.1,1
4662,-106,-12.0,1
4663,-103,-12.4,1
4664,-109,-18.2,1
4665,-76,2.6,0
4666,-63,5.5,0
4667,-107,-16.0,1
4668,-59,9.6,0
4669,-97,-5.0,1
4670,-76,0.0,0
4671,-82,0.5,0
4672,-89,-3.2,0
4673,-105,-12.6,1
4674,-109,-16.0,1
4675,-120,-19.0,1
4676,-102,-9.5,1
4677,-60,10.9,0
4678,-58,12.0,0
4679,-100,-8.2,1
4680,-114,-17.9,1
4681,-56,12.0,0
4682,-106,-14.7,1
4683,-86,-2.9,0
4684,-96,-6.0,1
4685,-101,-9.2,1
4686,-62,7.4,0
4687,-100,-13.4,1
4688,-57,8.4,0
4689,-87,-2.3,0
4690,-85,-0.9,1
4691,-92,-6.6,0
4692,-89,-3.7,1
4693,-91,-4.2,1
4694,-110,-15.9,1
4695,-64,10.1,0
4696,-116,-14.3,1
4697,-71,4.5,0
4698,-60,10.5,0
4699,-114,-12.5,1
4700,-56,10.4,0
4701,-65,8.1,0
4702,-64,6.0,0
4703,-81,-0.5,0
4704,-93,-7.0,1
4705,-86,-3.1,0
4706,-81,-0.5,0
4707,-102,-10.1,0
4708,-109,-13.1,1
4709,-112,-16.3,1
4710,-73,6.1,0
4711,-120,-17.7,1
4712,-90,-3.1,1
4713,-74,0.4,0
4714,-90,-7.9,0
4715,-59,5.7,0
4716,-66,8.3,0
4717,-98,-9.6,1
4718,-113,-15.8,1
4719,-82,0.6,1
4720,-63,5.5,0
4721,-104,-10.8,1
4722,-86,-0.2,1
4723,-66,5.3,0
4724,-64,6.5,0
4725,-67,4.8,0
4726,-80,-0.6,0
4727,-85,-2.0,0
4728,-91,-5.3,1
4729,-71,6.1,0
4730,-82,1.8,0
4731,-84,-2.2,0
4732,-104,-10.4,1
4733,-80,-4.1,1
4734,-68,4.4,0
4735,-90,-4.2,1
4736,-104,-12.0,1
4737,-103,-11.4,1
4738,-101,-10.6,1
4739,-56,11.2,0
4740,-84,-3.4,0
4741,-118,-19.3,1
4742,-75,2.4,0
4743,-114,-15.1,1
4744,-107,-16.0,1
4745,-56,12.0,0
4746,-75,4.2,0
4747,-100,-11.8,1
4748,-104,-10.7,1
4749,-96,-3.4,1
4750,-56,12.0,0
4751,-119,-18.1,1
4752,-93,-6.2,1
4753,-108,-15.6,1
4754,-70,6.4,0
4755,-58,12.0,0
4756,-97,-6.5,1
4757,-105,-10.7,1
4758,-99,-7.2,1
4759,-59,7.7,0
4760,-119,-16.5,0
4761,-90,-7.9,1
4762,-94,-6.2,1
4763,-98,-7.3,1
4764,-116,-19.2,1
4765,-116,-17.6,1
4766,-82,0.0,0
4767,-89,-0.4,1
4768,-75,2.6,1
4769,-83,-1.7,0
4770,-105,-13.5,1
4771,-85,-1.1,1
4772,-109,-12.2,1
4773,-95,-5.5,0
4774,-68,1.6,0
4775,-78,0.5,0
4776,-84,0.2,1
4777,-119,-19.0,1
4778,-72,5.5,0
4779,-81,-1.0,0
4780,-90,-7.3,1
4781,-120,-20.0,1
4782,-100,-9.8,0
4783,-72,3.4,0
4784,-117,-16.6,1
4785,-86,-3.9,1
4786,-93,-7.4,0
4787,-63,5.3,0
4788,-90,-3.6,0
4789,-94,-6.8,1
4790,-98,-11.3,1
4791,-63,5.7,0
4792,-60,11.5,0
4793,-67,8.7,0
4794,-119,-16.5,1
4795,-118,-17.5,1
4796,-77,1.7,0
4797,-108,-15.0,1
4798,-100,-11.4,1
4799,-83,-1.8,0
4800,-57,12.0,0
4801,-102,-11.1,0
4802,-87,-3.7,1
4803,-107,-11.8,1
4804,-109,-17.5,1
4805,-90,-3.3,0
4806,-106,-15.2,1
4807,-116,-20.0,1
4808,-58,5.9,0
4809,-85,-3.3,1
4810,-112,-15.2,1
4811,-103,-12.1,0
4812,-114,-18.6,1
4813,-101,-9.5,1
4814,-83,2.8,0
4815,-85,-3.7,1
4816,-64,10.2,0
4817,-62,12.0,0
4818,-83,-3.4,0
4819,-59,11.6,0
4820,-111,-16.6,1
4821,-102,-8.1,1
4822,-60,9.9,0
4823,-70,8.5,0
4824,-59,7.9,0
4825,-80,-1.5,0
4826,-62,4.4,0
4827,-73,6.8,0
4828,-93,-7.5,1
4829,-93,-9.9,0
4830,-56,12.0,0
4831,-112,-16.3,1
4832,-92,-5.6,0
4833,-68,7.6,0
4834,-60,9.4,0
4835,-78,0.8,0
4836,-75,-0.7,0
4837,-70,6.1,0
4838,-79,-1.1,0
4839,-90,-6.3,1
4840,-77,0.3,0
4841,-92,-6.9,1
4842,-76,4.8,0
4843,-103,-14.3,1
4844,-77,1.3,0
4845,-96,-3.6,0
4846,-92,-4.1,0
4847,-106,-10.3,0
4848,-93,-7.5,1
4849,-108,-12.5,1
4850,-76,-0.1,1
4851,-93,-7.4,1
4852,-59,5.4,1
4853,-70,3.3,1
4854,-70,5.2,0
4855,-77,0.2,0
4856,-91,-4.0,1
4857,-96,-8.1,1
4858,-99,-13.7,1
4859,-72,4.9,0
4860,-90,-5.4,0
4861,-105,-13.2,1
4862,-73,2.5,0
4863,-114,-17.5,1
4864,-103,-9.8,1
4865,-107,-13.0,1
4866,-91,-5.8,0
4867,-96,-8.0,0
4868,-68,5.0,0
4869,-115,-14.8,1
4870,-83,-1.7,0
4871,-93,-9.7,1
4872,-63,5.2,0
4873,-114,-18.0,1
4874,-120,-19.5,1
4875,-56,9.1,0
4876,-105,-13.1,1
4877,-104,-12.7,1
4878,-108,-16.4,1
4879,-63,2.5,0
4880,-59,11.8,0
4881,-88,-6.2,0
4882,-86,-4.3,0
4883,-73,1.9,0
4884,-73,1.4,0
4885,-56,10.2,0
4886,-107,-8.7,1
4887,-111,-13.3,1
4888,-92,-7.8,1
4889,-69,4.6,0
4890,-84,-0.5,0
4891,-114,-16.4,1
4892,-114,-19.6,1
4893,-60,9.5,0
4894,-75,9.0,0
4895,-55,11.0,0
4896,-94,-10.2,1
4897,-70,6.1,0
4898,-92,-9.9,1
4899,-57,12.0,0
4900,-63,7.9,0
4901,-59,12.0,0
4902,-73,0.8,0
4903,-66,6.0,0
4904,-95,-6.8,0
4905,-65,6.2,0
4906,-63,10.0,0
4907,-114,-15.0,1
4908,-62,10.7,1
4909,-72,2.6,0
4910,-92,-6.2,0
4911,-81,1.3,0
4912,-62,5.3,0
4913,-89,-10.5,0
4914,-100,-7.7,1
4915,-74,6.6,0
4916,-112,-11.3,1
4917,-61,11.1,0
4918,-102,-11.5,1
4919,-92,-4.1,1
4920,-65,8.0,0
4921,-109,-17.8,1
4922,-97,-7.7,0
4923,-111,-17.3,1
4924,-116,-15.9,1
4925,-93,-5.7,1
4926,-112,-15.0,1
4927,-99,-8.0,1
4928,-86,-1.3,1
4929,-71,2.7,0
4930,-59,8.1,0
4931,-74,4.5,0
4932,-97,-7.6,1
4933,-113,-15.3,1
4934,-71,6.6,0
4935,-69,6.0,0
4936,-119,-19.4,1
4937,-71,2.3,0
4938,-98,-9.8,1
4939,-70,8.2,0
4940,-83,-2.9,0
4941,-99,-9.7,1
4942,-96,-5.3,0
4943,-98,-9.7,1
4944,-112,-17.8,1
4945,-98,-9.0,1
4946,-109,-15.4,1
4947,-100,-13.3,1
4948,-109,-12.9,1
4949,-65,5.6,0
4950,-88,-5.0,1
4951,-115,-20.0,1
4952,-67,6.8,0
4953,-74,2.1,1
4954,-78,1.6,0
4955,-103,-9.9,1
4956,-119,-20.0,0
4957,-102,-10.8,1
4958,-100,-9.9,1
4959,-68,4.5,0
4960,-63,8.7,0
4961,-107,-14.3,1
4962,-65,8.8,0
4963,-110,-13.5,1
4964,-59,11.6,0
4965,-112,-17.6,1
4966,-111,-17.8,1
4967,-110,-17.6,1
4968,-59,11.1,0
4969,-74,4.8,0
4970,-92,-7.1,1
4971,-107,-14.0,1
4972,-79,1.0,0
4973,-112,-15.6,1
4974,-110,-16.2,1
4975,-93,-5.1,1
4976,-94,-7.9,1
4977,-99,-10.5,1
4978,-58,12.0,0
4979,-106,-13.3,1
4980,-98,-7.9,1
4981,-102,-8.7,1
4982,-80,1.1,0
4983,-107,-14.2,1
4984,-76,-0.3,1
4985,-82,0.1,0
4986,-97,-10.8,1
4987,-94,-9.1,1
4988,-111,-12.4,1
4989,-111,-16.0,1
4990,-109,-17.5,1
4991,-97,-6.8,0
4992,-102,-12.7,1
4993,-68,10.2,0
4994,-107,-12.8,1
4995,-112,-14.4,1
4996,-75,0.2,0
4997,-86,-3.7,0
4998,-101,-11.7,1
4999,-79,-1.3,0
5000,-59,10.0,0
5001,-72,4.2,0
5002,-66,3.6,0
5003,-105,-10.3,1
5004,-95,-10.4,1
5005,-57,12.0,0
5006,-100,-14.4,0
5007,-113,-16.1,1
5008,-79,3.6,0
5009,-118,-20.0,1
5010,-81,-2.8,1
5011,-119,-16.7,1
5012,-101,-14.6,1
5013,-72,3.0,0
5014,-102,-11.7,1
5015,-100,-11.9,1
5016,-70,2.4,0
5017,-115,-19.3,1
5018,-78,-4.0,0
5019,-57,11.9,0
5020,-113,-15.9,1
5021,-79,0.4,0
5022,-79,0.7,0
5023,-114,-18.2,1
5024,-93,-7.8,1
5025,-95,-5.2,1
5026,-64,10.0,0
5027,-64,10.5,0
5028,-82,-3.1,0
5029,-71,1.9,0
5030,-83,-6.1,1
5031,-118,-19.1,1
5032,-62,8.8,0
5033,-61,7.8,0
5034,-109,-16.8,1
5035,-69,1.9,0
5036,-66,3.7,0
5037,-64,7.2,0
5038,-71,5.6,0
5039,-79,-0.9,0
5040,-95,-6.0,1
5041,-103,-12.9,1
5042,-101,-9.3,0
5043,-74,3.5,0
5044,-116,-20.0,1
5045,-93,-3.2,0
5046,-85,-2.4,0
5047,-55,9.0,0
5048,-99,-9.9,1
5049,-68,2.4,0
5050,-57,12.0,0
5051,-60,6.0,0
5052,-112,-17.0,1
5053,-57,11.4,0
5054,-58,10.2,0
5055,-59,6.5,0
5056,-81,-2.0,0
5057,-56,7.5,0
5058,-72,6.9,0
5059,-89,-2.6,0
5060,-72,2.2,0
5061,-91,-0.2,0
5062,-118,-17.2,1
5063,-99,-14.9,1
5064,-89,-6.4,1
5065,-60,7.4,0
5066,-71,6.1,0
5067,-75,1.8,1
5068,-87,-4.3,1
5069,-83,-5.2,0
5070,-97,-8.6,1
5071,-104,-12.0,1
5072,-100,-12.1,1
5073,-64,8.9,0
5074,-117,-19.6,1
5075,-106,-12.2,1
5076,-86,-1.6,1
5077,-95,-4.8,1
5078,-115,-14.8,1
5079,-65,6.8,0
5080,-69,3.6,1
5081,-74,1.4,0
5082,-113,-13.9,1
5083,-108,-14.7,1
5084,-87,-5.0,0
5085,-90,-1.3,0
5086,-56,12.0,0
5087,-108,-14.3,1
5088,-87,-6.0,1
5089,-104,-15.7,1
5090,-116,-16.2,1
5091,-91,-5.5,0
5092,-64,7.6,0
5093,-64,4.0,0
5094,-112,-15.6,1
5095,-82,-5.6,0
5096,-81,0.1,0
5097,-119,-18.4,1
5098,-111,-16.0,1
5099,-104,-14.7,1
5100,-94,-8.4,0
5101,-96,-7.3,1
5102,-104,-14.3,1
5103,-101,-9.4,1
5104,-111,-13.2,1
5105,-56,11.4,0
5106,-85,-0.8,0
5107,-117,-16.9,1
5108,-94,-8.9,1
5109,-81,0.4,0
5110,-63,9.4,0
5111,-77,-5.5,0
5112,-109,-16.3,1
5113,-89,-5.4,0
5114,-101,-10.1,1
5115,-73,2.0,0
5116,-82,-0.9,0
5117,-93,-8.9,1
5118,-77,0.9,0
5119,-91,-9.1,1
5120,-92,-3.3,1
5121,-57,12.0,0
5122,-74,-1.4,0
5123,-109,-15.5,1
5124,-101,-8.6,0
5125,-68,5.1,0
5126,-86,-0.6,0
5127,-69,5.5,0
5128,-87,-2.3,1
5129,-114,-16.8,1
5130,-59,8.4,0
5131,-99,-7.4,1
5132,-118,-19.3,1
5133,-93,-4.1,1
5134,-61,7.5,0
5135,-118,-20.0,1
5136,-64,6.1,0
5137,-111,-15.6,1
5138,-104,-11.2,1
5139,-92,-3.2,1
5140,-112,-14.2,1
5141,-103,-9.4,1
5142,-94,-7.6,1
5143,-85,-3.4,0
5144,-93,-7.0,1
5145,-103,-11.3,1
5146,-81,-0.6,0
5147,-61,10.2,0
5148,-80,5.6,0
5149,-99,-10.5,1
5150,-67,5.3,0
5151,-107,-13.2,1
5152,-60,11.5,0
5153,-87,-5.1,0
5154,-67,7.8,0
5155,-76,2.5,0
5156,-118,-18.3,1
5157,-81,-3.4,0
5158,-93,-3.1,1
5159,-59,11.7,0
5160,-91,-0.9,1
5161,-60,11.6,0
5162,-72,2.4,0
5163,-109,-11.3,1
5164,-76,3.4,0
5165,-85,-2.7,1
5166,-102,-12.1,1
5167,-72,7.2,0
5168,-111,-15.5,1
5169,-108,-14.9,1
5170,-64,7.7,0
5171,-99,-9.4,1
5172,-97,-5.9,0
5173,-71,7.9,0
5174,-70,4.6,0
5175,-76,2.8,0
5176,-70,5.1,0
5177,-119,-20.0,1
5178,-112,-16.7,1
5179,-80,-2.2,0
5180,-91,-5.4,0
5181,-93,-6.6,1
5182,-98,-8.2,1
5183,-102,-13.8,1
5184,-65,6.4,0
5185,-86,-2.1,1
5186,-76,0.1,0
5187,-119,-15.0,1
5188,-119,-19.4,0
5189,-68,6.5,0
5190,-103,-13.0,1
5191,-100,-10.8,1
5192,-99,-11.3,1
5193,-114,-15.8,1
5194,-102,-9.3,0
5195,-101,-10.7,1
5196,-92,-3.6,1
5197,-104,-12.9,1
5198,-66,2.5,0
5199,-98,-11.6,1
5200,-73,5.8,0
5201,-91,-4.0,0
5202,-68,3.8,0
5203,-98,-9.3,1
5204,-106,-15.1,1
5205,-69,6.3,0
5206,-104,-17.6,1
5207,-57,10.6,0
5208,-93,-5.6,0
5209,-120,-20.0,1
5210,-94,-10.0,1
5211,-109,-13.6,1
5212,-117,-19.2,1
5213,-108,-15.4,1
5214,-107,-13.2,1
5215,-77,2.3,0
5216,-85,-4.1,0
5217,-59,6.6,0
5218,-109,-13.7,1
5219,-116,-19.8,1
5220,-87,-3.2,0
5221,-120,-20.0,1
5222,-93,-4.4,0
5223,-79,2.9,0
5224,-69,4.4,0
5225,-103,-8.0,1
5226,-97,-8.4,1
5227,-83,-0.5,1
5228,-96,-9.9,1
5229,-71,8.7,0
5230,-73,-1.0,0
5231,-79,-0.4,1
5232,-109,-10.9,1
5233,-106,-13.6,1
5234,-73,3.0,0
5235,-101,-10.9,1
5236,-82,-3.4,1
5237,-110,-16.3,1
5238,-66,5.2,0
5239,-115,-14.8,1
5240,-82,-3.5,0
5241,-56,11.7,0
5242,-57,12.0,0
5243,-91,-4.7,1
5244,-93,-9.0,0
5245,-60,9.6,0
5246,-102,-7.9,1
5247,-112,-17.7,1
5248,-59,9.0,0
5249,-87,-4.6,1
5250,-63,6.6,0
5251,-76,1.6,1
5252,-69,5.3,0
5253,-58,9.8,0
5254,-74,5.7,0
5255,-99,-10.4,1
5256,-57,12.0,0
5257,-93,-5.3,0
5258,-77,2.0,0
5259,-79,4.3,0
5260,-116,-16.0,1
5261,-83,-1.1,1
5262,-106,-12.5,1
5263,-69,9.1,0
5264,-95,-13.6,1
5265,-75,1.6,0
5266,-69,5.0,0
5267,-59,12.0,0
5268,-56,12.0,0
5269,-111,-15.9,0
5270,-118,-17.2,1
5271,-114,-12.7,1
5272,-85,-6.5,1
5273,-63,10.3,0
5274,-82,-1.7,0
5275,-82,-1.0,1
5276,-86,-2.3,0
5277,-72,5.2,0
5278,-67,9.4,0
5279,-69,4.1,1
5280,-106,-9.5,1
5281,-108,-16.6,1
5282,-112,-17.8,1
5283,-112,-13.7,1
5284,-98,-9.2,1
5285,-79,0.6,1
5286,-78,1.4,0
5287,-67,4.5,0
5288,-87,-5.6,0
5289,-111,-18.0,1
5290,-71,3.2,0
5291,-84,-1.9,1
5292,-118,-20.0,1
5293,-77,0.1,0
5294,-85,-5.3,1
5295,-106,-12.0,1
5296,-81,-1.0,0
5297,-83,-1.2,1
5298,-64,6.9,0
5299,-73,5.5,0
5300,-101,-11.8,1
5301,-113,-18.8,1
5302,-106,-10.2,1
5303,-84,-4.7,0
5304,-110,-15.0,1
5305,-67,2.6,0
5306,-100,-7.9,0
5307,-119,-16.0,1
5308,-106,-15.0,1
5309,-60,8.3,0
5310,-56,9.1,0
5311,-102,-8.9,1
5312,-90,-5.8,0
5313,-82,2.4,0
5314,-113,-19.3,1
5315,-85,-1.9,0
5316,-94,-6.1,1
5317,-75,2.2,0
5318,-59,11.1,0
5319,-61,9.7,0
5320,-109,-15.8,1
5321,-90,-5.2,0
5322,-88,-4.1,0
5323,-115,-16.4,1
5324,-106,-14.6,1
5325,-80,-0.9,0
5326,-82,-0.5,0
5327,-117,-20.0,1
5328,-108,-15.6,1
5329,-110,-16.5,1
5330,-63,10.2,0
5331,-72,1.6,0
5332,-56,9.0,0
5333,-69,5.2,0
5334,-110,-14.6,1
5335,-111,-16.6,1
5336,-118,-20.0,1
5337,-93,-6.7,1
5338,-89,-3.5,1
5339,-91,-3.9,0
5340,-99,-11.4,1
5341,-97,-6.2,1
5342,-83,-2.1,0
5343,-90,-5.8,1
5344,-115,-17.3,1
5345,-69,3.1,0
5346,-119,-20.0,1
5347,-119,-20.0,1
5348,-76,-1.4,0
5349,-111,-13.6,1
5350,-66,9.4,0
5351,-102,-12.6,1
5352,-82,-2.3,1
5353,-65,7.7,0
5354,-73,2.0,0
5355,-66,4.5,0
5356,-68,4.4,0
5357,-110,-17.3,1
5358,-111,-13.9,1
5359,-83,0.1,1
5360,-118,-20.0,1
5361,-67,5.8,0
5362,-117,-15.4,1
5363,-93,-6.5,1
5364,-87,-5.9,1
5365,-57,12.0,0
5366,-77,1.8,0
5367,-84,-0.8,0
5368,-106,-14.6,1
5369,-116,-19.7,1
5370,-90,-7.4,1
5371,-81,-2.6,0
5372,-55,12.0,0
5373,-85,-3.7,1
5374,-57,9.3,0
5375,-114,-19.5,1
5376,-88,-6.1,1
5377,-107,-14.4,1
5378,-108,-14.0,1
5379,-115,-17.8,1
5380,-97,-9.8,1
5381,-119,-18.6,1
5382,-112,-16.6,1
5383,-71,1.6,0
5384,-84,-2.5,1
5385,-81,-3.8,1
5386,-112,-17.5,1
5387,-96,-6.7,0
5388,-82,-3.7,0
5389,-84,-3.1,0
5390,-119,-20.0,1
5391,-100,-9.6,1
5392,-76,1.3,0
5393,-93,-6.4,0
5394,-117,-16.4,1
5395,-119,-19.4,1
5396,-56,12.0,0
5397,-71,3.2,0
5398,-91,-5.5,0
5399,-69,6.2,0
5400,-61,10.5,0
5401,-59,6.4,0
5402,-88,-7.2,1
5403,-87,-4.4,1
5404,-117,-19.1,1
5405,-88,-2.0,0
5406,-61,8.1,0
5407,-69,6.5,0
5408,-73,1.9,0
5409,-83,-3.9,1
5410,-97,-7.5,1
5411,-86,-2.1,0
5412,-90,-8.5,1
5413,-65,3.5,0
5414,-57,11.1,0
5415,-79,0.4,0
5416,-120,-19.8,1
5417,-60,11.3,0
5418,-76,1.6,0
5419,-118,-20.0,1
5420,-115,-14.9,1
5421,-86,-2.4,0
5422,-99,-12.2,1
5423,-94,-5.8,1
5424,-85,-2.4,1
5425,-89,-4.6,0
5426,-57,12.0,0
5427,-78,4.0,0
5428,-117,-15.7,1
5429,-106,-15.7,1
5430,-96,-6.6,0
5431,-107,-14.2,1
5432,-81,0.1,0
5433,-102,-10.8,1
5434,-96,-6.8,1
5435,-55,11.0,0
5436,-71,3.9,0
5437,-67,7.8,0
5438,-84,1.0,0
5439,-106,-16.2,1
5440,-68,5.5,0
5441,-71,4.3,0
5442,-58,12.0,0
5443,-93,-6.3,1
5444,-110,-18.5,1
5445,-89,-2.4,0
5446,-94,-7.9,1
5447,-91,-3.1,0
5448,-69,5.3,0
5449,-58,7.5,0
5450,-58,8.8,0
5451,-57,10.4,0
5452,-74,0.6,0
5453,-77,-0.4,0
5454,-68,4.0,0
5455,-85,-2.0,0
5456,-98,-9.4,1
5457,-57,11.6,0
5458,-79,-4.3,0
5459,-88,-11.1,1
5460,-89,-5.3,1
5461,-120,-20.0,1
5462,-70,2.9,0
5463,-89,-6.6,1
5464,-87,1.0,0
5465,-79,0.6,0
5466,-59,9.3,0
5467,-57,12.0,0
5468,-93,-6.0,1
5469,-61,7.3,0
5470,-58,8.0,0
5471,-72,3.2,0
5472,-109,-18.1,1
5473,-111,-13.6,1
5474,-94,-5.4,1
5475,-114,-12.6,1
5476,-96,-8.1,0
5477,-103,-11.9,1
5478,-97,-9.8,1
5479,-118,-19.2,1
5480,-107,-9.7,1
5481,-85,-8.2,0
5482,-77,-0.2,0
5483,-74,4.6,0
5484,-92,-7.1,1
5485,-95,-10.0,1
5486,-75,0.6,0
5487,-107,-13.9,1
5488,-83,-2.0,0
5489,-58,12.0,0
5490,-113,-16.8,1
5491,-74,-0.1,0
5492,-74,2.3,0
5493,-100,-7.9,1
5494,-106,-10.8,1
5495,-95,-5.4,1
5496,-63,7.1,0
5497,-65,8.9,0
5498,-86,-2.1,0
5499,-87,-3.5,0
5500,-107,-13.0,1
5501,-110,-16.0,1
5502,-61,11.1,0
5503,-56,12.0,0
5504,-64,8.3,0
5505,-115,-20.0,1
5506,-63,9.5,0
5507,-63,10.6,0
5508,-99,-9.3,1
5509,-111,-18.4,1
5510,-79,-0.1,0
5511,-78,1.5,0
5512,-88,-0.7,1
5513,-105,-11.6,1
5514,-98,-9.1,1
5515,-75,1.3,1
5516,-62,9.1,0
5517,-69,6.5,0
5518,-70,3.0,0
5519,-84,-7.6,0
5520,-94,-3.9,0
5521,-77,5.4,0
5522,-112,-16.0,1
5523,-106,-10.1,1
5524,-72,7.1,0
5525,-79,-1.5,0
5526,-102,-9.7,1
5527,-116,-17.2,1
5528,-111,-18.7,1
5529,-108,-13.4,1
5530,-114,-15.4,1
5531,-98,-10.5,1
5532,-75,5.2,0
5533,-69,8.7,0
5534,-107,-10.5,1
5535,-86,-3.0,0
5536,-82,-0.7,0
5537,-78,2.9,0
5538,-119,-20.0,1
5539,-107,-10.9,1
5540,-110,-11.5,1
5541,-95,-7.8,0
5542,-97,-10.0,1
5543,-94,-7.1,1
5544,-57,12.0,0
5545,-88,-6.2,1
5546,-69,0.8,0
5547,-86,-3.9,0
5548,-69,6.8,0
5549,-67,5.0,0
5550,-105,-10.7,1
5551,-96,-11.1,1
5552,-97,-4.9,1
5553,-102,-13.8,1
5554,-72,3.3,0
5555,-119,-20.0,1
5556,-73,6.3,0
5557,-87,-4.6,0
5558,-118,-17.5,1
5559,-89,-7.3,0
5560,-68,4.8,0
5561,-85,-2.1,0
5562,-92,-7.4,0
5563,-101,-11.4,1
5564,-92,-3.7,1
5565,-59,10.5,0
5566,-82,-0.8,0
5567,-70,6.2,0
5568,-105,-13.4,1
5569,-60,8.0,0
5570,-66,8.3,0
5571,-94,-12.0,1
5572,-117,-15.2,1
5573,-77,-0.4,0
5574,-110,-12.4,1
5575,-59,8.0,0
5576,-110,-14.6,1
5577,-107,-14.0,0
5578,-66,6.6,0
5579,-102,-14.5,1
5580,-98,-8.9,1
5581,-59,10.5,0
5582,-92,-6.0,0
5583,-91,-4.1,0
5584,-116,-20.0,1
5585,-55,12.0,0
5586,-110,-17.3,1
5587,-60,9.2,0
5588,-98,-8.8,1
5589,-78,0.8,0
5590,-113,-16.3,1
5591,-97,-12.5,1
5592,-56,11.4,0
5593,-58,8.5,0
5594,-103,-10.7,1
5595,-56,12.0,0
5596,-81,-2.3,1
5597,-104,-16.3,1
5598,-63,8.5,0
5599,-108,-12.3,1
5600,-117,-20.0,1
5601,-80,0.3,0
5602,-64,8.1,0
5603,-94,-7.4,1
5604,-69,2.8,0
5605,-98,-8.5,1
5606,-59,8.9,0
5607,-117,-19.5,1
5608,-67,3.6,0
5609,-64,1.2,0
5610,-115,-14.2,1
5611,-100,-5.6,1
